CODGEO,PMIMP,DECUC_Q2,DECUC_Q1,DECUC_Q3,BREV,DECUC_D1,DECUC_D9,DECUC_D1D9,DISP_Q2,DISP_Q1,DISP_Q3,TP60,DISP_D1,DISP_D9,DISP_D1D9,PACT,PPEN,PPSOC,PIMPOT,PPAT,NOTE_FILO,C,C_C2SNP,C_C2SP,NOTE_CNAM,A,APPA,ARSAS,AAAH,NOTE_CNAF,annee
26362,"51,5",18620,10540,27390,"31,9",4470,38700,"8,7",19700,13890,26780,"21,1",10410,36160,"3,5","66,8","29,9","8,7","-16,2","10,8",0,65402.0,8647.0,3163.0,0.0,17968,6373,2579,1566,0,2023
27056,"47,9",18990,10940,27520,"30,8",3210,37820,"11,8",19680,14150,26620,"20,4",10340,35060,"3,4","57,3","39,5","9,8",-15,"8,4",0,8699.0,1110.0,281.0,0.0,2542,980,451,549,0,2023
27229,"49,1",16120,7870,25120,"40,5",2070,35830,"17,4",18040,12790,24750,"26,8",9440,33230,"3,5","67,6","28,2","12,8",-15,"6,4",0,48866.0,10448.0,2843.0,0.0,14533,5335,2746,2268,0,2023
27375,50,18110,10230,26210,"33,5",3710,35900,"9,7",19150,13760,25710,"21,9",10180,33450,"3,3","68,2","29,5","10,5","-14,5","6,3",0,17345.0,2299.0,711.0,0.0,4689,1737,829,659,0,2023
27467,"41,8",16630,9910,24250,"35,4",3540,32920,"9,3",18260,13510,23830,"22,7",10200,31200,"3,1","58,4",36,"11,8","-12,7","6,5",0,9261.0,1185.0,352.0,0.0,2959,1102,479,576,0,2023
27681,"56,5",19110,10580,29170,"31,9",4870,41330,"8,5",20050,14000,28170,"21,4",10220,37800,"3,7","70,9","29,9","8,7","-16,5",7,0,24415.0,2939.0,821.0,0.0,5815,1981,991,792,0,2023
27701,"40,7",13580,7080,20860,"48,2",2120,28360,"13,4",16320,12200,21710,"30,9",9470,27490,"2,9","71,3","19,2",18,-11,"2,5",0,13269.0,2316.0,605.0,0.0,3395,1194,593,585,0,2023
28085,"61,3",21440,13350,31070,24,6510,44220,"6,8",21780,15640,29370,"15,8",11290,40160,"3,6","72,5","29,6","6,2","-18,5","10,2",0,37339.0,4336.0,1158.0,0.0,8993,3344,1302,812,0,2023
28088,"44,9",17410,9930,24470,"34,6",3800,33290,"8,8",18630,13380,24350,"23,8",9630,31560,"3,3","56,3","39,6","9,7","-13,5","7,9",0,10799.0,1397.0,332.0,0.0,2746,1020,486,306,0,2023
28134,"44,7",15280,8390,22860,"41,5",3090,31240,"10,1",17230,12600,22950,28,9440,29730,"3,2","67,9","27,4",13,"-13,6","5,3",0,31909.0,5372.0,1401.0,0.0,8149,2922,1727,768,0,2023
2813428404,"45,4",15790,8860,23230,"39,7",3620,31190,"8,6",17720,12910,23350,"26,4",9680,29760,"3,1",67,"28,4","12,5","-13,3","5,4",0,44503.0,6983.0,1910.0,0.0,10804,3837,2164,1081,0,2023
28218,"49,5",17790,10490,24680,"32,2",4690,31800,"6,8",18900,13810,24290,"21,6",10460,30110,"2,9",64,"34,4","10,2","-12,7","4,1",0,15300.0,2085.0,601.0,0.0,4081,1753,617,405,0,2023
28229,"54,1",18620,10240,26460,"32,5",4430,35140,"7,9",19690,13720,25860,"22,8",10090,32610,"3,2","69,6","29,7","9,5","-14,4","5,6",0,9900.0,1258.0,343.0,0.0,2418,972,418,219,0,2023
28280,"49,8",19720,12490,26310,"26,1",4890,34320,7,20240,15100,25490,"17,8",10830,31900,"2,9",56,42,8,"-14,4","8,4",0,8222.0,898.0,222.0,0.0,2030,838,332,284,0,2023
28404,"47,3",17190,10030,24090,"35,3",4790,31160,"6,5",18720,13560,24230,"22,5",10410,29850,"2,9","64,9","30,9","11,4","-12,5","5,3",0,12594.0,1611.0,509.0,0.0,2655,915,437,313,0,2023
29019,"52,8",19870,12360,28070,"26,6",4720,38500,"8,2",20520,15030,27060,"17,3",10860,35240,"3,2","70,5","29,6","8,8","-15,8","6,9",0,116041.0,13046.0,4381.0,0.0,42478,13054,5111,4064,0,2023
29039,"55,9",22070,15520,29970,"17,4",9550,40660,"4,3",22150,16950,28640,"10,8",12850,37290,"2,9","56,4",43,5,"-16,2","11,8",0,19796.0,861.0,404.0,0.0,4075,1529,442,582,0,2023
29232,"55,4",21160,14290,29230,"21,4",7410,40340,"5,4",21540,16290,28100,"13,4",12040,36840,"3,1","67,9","33,3","6,8","-16,5","8,5",0,60312.0,6410.0,1462.0,0.0,16515,6164,1886,2064,0,2023
2A004,"60,5",21850,13580,31800,"23,3",7180,44910,"6,3",21900,15630,29680,"15,4",11530,40000,"3,5","72,8","29,5","6,1","-19,2","10,8",0,50845.0,2184.0,1224.0,0.0,11435,4028,1165,1799,0,2023
2A247,"57,1",19210,11860,28150,"28,3",6800,42490,"6,3",19700,13990,26830,"21,2",10480,37680,"3,6","70,7","23,8","5,9","-19,5","19,1",0,15318.0,428.0,238.0,0.0,2648,929,234,304,0,2023
2B033,"48,5",18550,10250,28320,"32,9",3890,41080,"10,5",19460,13750,27120,"21,9",10150,37030,"3,6",68,"30,2","9,6","-17,2","9,4",0,31421.0,2590.0,1212.0,0.0,8941,2778,1157,1661,0,2023
30007,38,15600,7640,23390,"40,9",970,32380,"33,5",17180,12370,23390,"29,2",9250,30640,"3,3","51,5","39,2","13,3","-13,1","9,1",0,38154.0,7374.0,2564.0,0.0,12648,4206,3164,1494,0,2023
30010,41,17240,10030,26220,"34,5",3550,37100,"10,4",18600,13370,25530,"23,9",9990,34770,"3,5","48,5",45,"9,7","-14,2",11,0,3166.0,423.0,174.0,0.0,932,312,223,87,0,2023
30028,"46,8",17210,8620,25540,"36,8",3070,35770,"11,7",18530,12810,25100,"26,8",9580,33210,"3,5","60,1","36,1","10,8","-14,7","7,7",0,16866.0,2462.0,840.0,0.0,4595,1655,1038,494,0,2023
30032,"42,9",16000,8630,23480,"39,5",4060,32180,"7,9",17420,12550,23340,"28,4",9420,30560,"3,2",67,"26,9","11,4","-13,2","7,9",0,14496.0,2125.0,654.0,0.0,3555,1255,805,340,0,2023
30132,"22,3",11450,3480,18150,"54,1",0,24690,,14680,10520,19180,"40,6",8580,24370,"2,8","38,1","43,7","21,7","-8,1","4,6",0,4032.0,1370.0,264.0,0.0,1516,373,623,214,0,2023
30189,"46,5",16420,7260,26660,"40,7",1260,39790,"31,5",18020,12290,25950,"29,3",9140,36030,"3,9","63,3","31,4","11,9","-16,7","10,1",0,139060.0,27731.0,7720.0,0.0,43196,14041,9505,4101,0,2023
30202,"48,6",18210,10940,26360,"30,8",4720,36120,"7,7",19120,13740,25440,"21,8",10340,33150,"3,2","62,2","35,2","9,2","-14,4","7,8",0,9655.0,1033.0,264.0,0.0,2392,789,495,263,0,2023
30227,"33,9",16050,9010,23260,"37,1",1830,31780,"17,3",17490,12840,23300,"26,4",9440,29980,"3,2","45,8","45,6","11,6","-11,5","8,5",0,3339.0,608.0,152.0,0.0,959,273,285,128,0,2023
30258,"40,6",15880,9020,22880,"39,2",3990,31470,"7,9",17350,12630,22950,"27,7",9390,29720,"3,2","64,5","29,5","11,4","-12,7","7,3",0,11599.0,1409.0,493.0,0.0,2843,1072,543,251,0,2023
30334,"48,5",18760,10750,28350,"31,6",4380,42450,"9,7",19640,13670,27410,"21,8",9940,38620,"3,9",48,"46,9","7,8",-16,"13,3",0,8143.0,800.0,299.0,0.0,1948,683,362,241,0,2023
30341,"47,1",18000,10970,25040,"31,8",5120,33360,"6,5",18980,13770,24620,"21,9",10360,31140,3,"64,6","32,7","9,1","-13,7","7,3",0,10273.0,1170.0,349.0,0.0,2399,914,425,210,0,2023
31069,"66,5",24950,15480,36760,"19,8",7530,50590,"6,7",24700,17390,34120,"12,5",12160,45110,"3,7","82,7","21,6","5,5","-19,1","9,3",0,25056.0,1854.0,652.0,0.0,5832,2083,627,500,0,2023
31149,"62,3",23120,13710,33280,"23,5",5900,45760,"7,8",23080,16140,31280,"14,9",11530,41320,"3,6",82,"21,8","7,1",-18,"7,1",0,37749.0,3737.0,1201.0,0.0,8719,3189,1239,1109,0,2023
31157,"64,4",23480,14900,32870,"20,8",7650,43970,"5,8",23280,16810,30710,"12,1",12350,39420,"3,2","79,7","24,2","6,3","-17,9","7,7",0,19079.0,1833.0,492.0,0.0,4275,1591,575,340,0,2023
31395,"55,7",21010,12770,29380,"25,6",5780,40100,"6,9",21600,15520,28420,"16,3",11180,37050,"3,3","71,1","29,2","7,8","-16,1",8,0,24252.0,2434.0,852.0,0.0,5874,2151,784,828,0,2023
31483,"44,9",17690,9480,26170,"34,1",1700,36290,"21,4",18970,13570,25660,"22,7",10040,33510,"3,3","53,6","41,4","11,2","-14,4","8,2",0,10364.0,1658.0,457.0,0.0,3054,1126,633,562,0,2023
31555,59,21040,10990,32810,"29,6",3950,47600,12,21440,14440,30670,"20,1",10120,42220,"4,2","82,1","19,8","8,1","-19,5","9,5",0,454173.0,57898.0,16310.0,0.0,169281,50311,20103,12432,0,2023
32013,"52,2",20130,12020,28400,"27,1",4280,39290,"9,2",20700,14970,27490,18,10590,36380,"3,4","61,7","36,8","8,3","-16,2","9,4",0,20944.0,2652.0,1399.0,0.0,6098,2239,808,919,0,2023
33032,"53,4",19440,12650,26330,"25,9",5970,33990,"5,7",20010,15100,25610,"15,8",11490,31700,"2,8","72,4",28,"8,5","-13,6","4,7",0,7994.0,611.0,241.0,0.0,1880,791,209,151,0,2023
33039,60,22060,14390,30190,"21,6",7380,40530,"5,5",22000,16260,28580,"13,6",11910,36870,"3,1","80,7","21,9","6,7","-16,7","7,4",0,28909.0,2220.0,707.0,0.0,7599,2725,860,623,0,2023
3303933063,"61,6",23450,13810,35860,"23,2",5990,53640,9,23160,15880,32870,"16,1",10880,46800,"4,3","81,7","21,3",6,"-21,4","12,4",0,282595.0,26207.0,7644.0,0.0,91441,26883,10252,6054,0,2023
33063,"61,8",23710,13740,36760,"23,4",5910,55380,"9,4",23360,15820,33610,"16,4",10750,48110,"4,5",82,"21,2","5,9","-21,9","12,8",0,253686.0,23987.0,6937.0,0.0,83842,24158,9392,5431,0,2023
3306333119,"60,5",22780,12990,35360,25,5450,53320,"9,8",22620,15340,32510,"17,5",10550,46550,"4,4","81,3","21,4","6,3","-21,3","12,3",0,279781.0,27950.0,8107.0,0.0,91557,26945,10557,6380,0,2023
3306933162,"66,1",24460,16350,35280,17,9240,51000,"5,5",24040,17760,32640,11,12810,45270,"3,5","78,7","25,6","4,8","-20,2","11,1",0,48029.0,2828.0,945.0,0.0,9986,3573,1114,778,0,2023
3311933167,49,17330,9400,25070,"35,8",3470,33270,"9,6",18730,13240,24650,"24,6",9790,31050,"3,2","73,2","24,3","11,4","-13,8","4,9",0,44076.0,6153.0,1737.0,0.0,12050,4439,1869,1407,0,2023
33138,"45,5",18460,12150,25270,"27,8",5820,33530,"5,8",19470,14780,24800,"17,7",11240,31650,"2,8",59,"34,7","8,5","-13,7","11,5",0,7546.0,705.0,160.0,0.0,1799,683,311,261,0,2023
33162,"64,5",22790,15280,31380,"19,3",8320,42100,"5,1",22730,17060,29620,"12,2",12420,38060,"3,1","78,4","24,7",6,"-17,2","8,1",0,23480.0,1741.0,479.0,0.0,5218,2067,646,388,0,2023
33167,"51,4",18740,10870,26300,"31,2",4660,34660,"7,4",19650,14090,25590,"20,7",10440,31930,"3,1","74,2",25,"9,9","-14,2","5,1",0,17981.0,2190.0,567.0,0.0,4335,1652,704,458,0,2023
33192,66,25300,16900,35880,"16,1",9390,49100,"5,2",24820,18190,33240,"10,2",13070,43750,"3,3","72,8","32,5","4,6","-19,7","9,8",0,22043.0,1380.0,400.0,0.0,5971,1731,497,469,0,2023
33249,"44,8",14930,8250,22110,"42,6",3360,30000,"8,9",17170,12680,22500,"28,2",9450,28670,3,"69,1","24,8","13,9",-12,"4,2",0,25390.0,3886.0,1566.0,0.0,6779,2620,1101,730,0,2023
33281,66,23940,16050,33310,"17,3",8910,45510,"5,1",23640,17540,31010,"11,1",12740,40710,"3,2","80,6","24,9","5,3","-18,6","7,8",0,70174.0,4413.0,1215.0,0.0,16842,5971,1695,1409,0,2023
33318,"64,6",24910,16170,34930,"18,3",7900,48010,"6,1",24520,17630,32310,"12,2",12210,42730,"3,5","78,1","27,3","5,2",-19,"8,4",0,58735.0,4378.0,1184.0,0.0,16907,4053,1335,1015,0,2023
3332433402,"37,1",15400,7880,22810,"41,8",2160,31970,"14,8",17030,12120,23090,"30,3",9010,30670,"3,4","48,4","43,4","11,9","-12,1","8,4",0,5252.0,708.0,192.0,0.0,1616,514,373,238,0,2023
33522,"60,9",22880,13800,33430,"23,2",6110,46150,"7,6",22820,16010,31190,"15,8",10980,41280,"3,8","79,6","24,1","6,5","-18,6","8,4",0,39219.0,4856.0,838.0,0.0,16258,3858,1765,898,0,2023
34003,"48,5",18510,11200,26830,"30,8",4460,37470,"8,4",19410,13800,25930,"21,6",10150,34510,"3,4","48,5","45,6",8,-16,"13,9",0,31043.0,3942.0,1151.0,0.0,7295,2836,1711,896,0,2023
34028,37,15890,8570,23290,"38,7",1360,32250,"23,7",17330,12880,23070,"26,6",9430,30140,"3,2","48,4","42,7","12,5","-12,4","8,8",0,5191.0,923.0,258.0,0.0,1494,484,380,272,0,2023
34032,"38,7",14110,5990,23190,"46,6",500,33810,"67,1",16350,11520,23150,"34,1",8700,31700,"3,6","56,1","33,9","14,3","-14,6","10,3",0,79300.0,18104.0,4622.0,0.0,24102,8077,5827,3249,0,2023
34108,"51,4",20130,13640,27190,"22,9",7570,35880,"4,7",20630,15560,26240,"15,3",11640,33210,"2,9",67,"32,9","6,8",-15,"8,3",0,23471.0,1781.0,690.0,0.0,5160,2010,659,565,0,2023
34142,36,15260,8390,22610,"40,9",2160,30510,"14,1",16920,12480,22730,"28,6",9140,29400,"3,2","56,5","35,6","13,5","-12,5","6,9",0,7352.0,1222.0,349.0,0.0,2276,731,498,328,0,2023
34145,"44,8",16990,9450,24870,36,4240,33470,"7,9",18340,13300,24610,"24,4",9780,31470,"3,2","64,8",30,"10,6","-13,3","7,9",0,25376.0,3304.0,1123.0,0.0,6130,2257,950,837,0,2023
34172,"51,8",17530,8370,28090,"37,7",2560,41210,"16,1",18870,12830,26970,"26,6",9240,37150,4,73,25,"10,4","-17,5","9,1",0,268321.0,43651.0,14847.0,0.0,109217,30347,13422,9078,0,2023
34301,"46,5",17830,9830,26780,"33,9",3410,39030,"11,4",18780,13300,25940,"24,2",9670,35390,"3,7","52,9","42,8","8,9","-16,8","12,2",0,41090.0,5787.0,2094.0,0.0,11017,3855,2208,1268,0,2023
35236,"51,5",20210,13080,28130,"24,8",6230,38950,"6,3",20860,15510,27180,"14,9",11520,36190,"3,1","60,6","37,3","7,8","-15,2","9,5",0,9081.0,698.0,431.0,0.0,2471,804,256,496,0,2023
35238,"58,2",21500,11580,32320,"27,9",4390,46310,"10,6",21760,14800,30250,"19,2",10360,41200,4,"76,9","24,3","7,9","-19,3","10,2",0,195734.0,27797.0,7463.0,0.0,77704,20571,8493,6229,0,2023
35288,57,22090,14900,31830,"19,7",8190,45890,"5,6",22260,16590,30320,12,12440,41430,"3,3","55,9","40,9","5,3","-18,1",16,0,45291.0,2554.0,1472.0,0.0,10497,3768,871,1676,0,2023
36044,"49,6",18620,10400,26240,"32,1",3390,35580,"10,5",19520,14060,25640,"20,8",10230,33110,"3,2","62,4","34,8","9,8","-15,1","8,1",0,42656.0,6482.0,1822.0,0.0,11434,4472,1991,1561,0,2023
36088,"49,4",19540,13200,26320,"24,5",6130,34720,"5,7",20180,15360,25550,"15,2",11480,32400,"2,8","61,1","36,9","7,9","-14,1","8,2",0,10182.0,989.0,184.0,0.0,2778,907,457,465,0,2023
37003,"54,2",21040,13950,29260,22,7680,40100,"5,2",21420,15950,28290,"14,1",11890,36870,"3,1","63,3","37,8","6,2","-16,3",9,0,11815.0,1009.0,308.0,0.0,2724,981,336,225,0,2023
37122,"54,1",19920,12040,27510,"27,3",5080,37070,"7,3",20560,14800,26590,"18,6",10600,34270,"3,2","64,8","34,9","8,2","-14,9",7,0,35128.0,4189.0,1242.0,0.0,8988,3296,1255,712,0,2023
37195,55,19770,11890,27480,28,4380,37810,"8,6",20320,14560,26600,"19,6",10210,34860,"3,4","72,7","27,8","8,5","-15,2","6,2",0,9074.0,1120.0,259.0,0.0,3092,1007,420,213,0,2023
37233,"45,8",17120,9850,23960,"34,8",3700,31980,"8,6",18480,13520,23760,"23,1",9930,30180,3,"64,9","31,6","10,9","-12,5","5,1",0,14739.0,2493.0,622.0,0.0,3962,1497,811,352,0,2023
37261,"53,6",19510,10980,29050,30,3890,42010,"10,8",20210,14150,27800,"20,9",10040,38100,"3,8","71,5","28,6","8,5","-17,2","8,6",0,125195.0,16766.0,4955.0,0.0,47308,15131,5617,3277,0,2023
38053,54,18970,11290,26990,"29,8",5370,37190,"6,9",19960,14380,26480,"19,7",10650,34760,"3,3","71,7",27,"8,2","-15,3","8,4",0,29440.0,3394.0,1047.0,0.0,6950,2659,900,712,0,2023
38087,"56,4",20800,13790,27610,"22,1",7690,35260,"4,6",21390,16070,27050,14,12060,32950,"2,7","77,8","22,8","7,2","-14,4","6,6",0,6226.0,516.0,142.0,0.0,1245,406,168,68,0,2023
38097,"60,3",21350,14810,28050,"19,6",8830,36450,"4,1",21730,16470,27410,13,12310,33830,"2,7","77,9","23,7","6,3","-14,3","6,4",0,4897.0,233.0,76.0,0.0,860,248,63,49,0,2023
38151,"50,7",17870,10000,25840,"33,3",4180,34440,"8,2",19230,13770,25530,22,10250,32630,"3,2","64,9","32,1",10,"-13,7","6,7",0,35502.0,5184.0,1313.0,0.0,8734,3119,1439,900,0,2023
38169,52,18920,12080,26210,"27,7",5700,34610,"6,1",19820,14700,25750,"18,5",10870,32540,3,"71,7","28,1","8,2","-14,3","6,3",0,21676.0,2147.0,636.0,0.0,5197,2015,677,462,0,2023
38185,"58,8",20640,11460,31050,"28,7",4630,43170,"9,3",21170,14510,29420,"19,9",10220,39090,"3,8","76,8","24,5","7,4","-17,8","9,1",0,144439.0,16739.0,4404.0,0.0,52310,13838,5350,3635,0,2023
38193,"54,8",18660,10900,27290,"31,3",5700,37210,"6,5",19820,14690,26640,"18,1",11260,34710,"3,1","87,7","12,9","9,9","-14,8","4,3",0,16940.0,1637.0,437.0,0.0,4029,1540,426,300,0,2023
38298,"44,1",16270,9180,23650,"38,4",3600,31840,"8,8",17840,12710,23940,"27,2",9470,30620,"3,2","60,5","33,2","10,7",-12,"7,6",0,6660.0,858.0,196.0,0.0,1595,528,274,208,0,2023
3829838344,"48,2",17960,10630,25650,"32,2",5210,34160,"6,6",19240,13740,25530,"22,3",10280,32450,"3,2","63,4","33,4","8,6","-13,2","7,8",0,14847.0,1609.0,391.0,0.0,3185,1117,488,344,0,2023
38317,"52,6",18570,11410,25220,"29,7",5570,32290,"5,8",19520,14590,24980,"18,9",10700,31050,"2,9","70,6","27,9","8,9","-12,6","5,2",0,10238.0,1268.0,285.0,0.0,2303,969,321,178,0,2023
38318,"47,1",17050,9900,25010,36,5450,34460,"6,3",18690,13180,24990,"24,8",10210,32560,"3,2","67,8","28,4","9,9","-13,4","7,3",0,6253.0,664.0,241.0,0.0,1355,501,143,142,0,2023
3831838544,"52,9",18980,10950,27770,"30,9",5000,39410,"7,9",19980,14060,27160,"21,1",10260,36560,"3,6","71,7","27,1","8,4","-16,3","9,1",0,36042.0,4048.0,1171.0,0.0,8914,3184,1168,854,0,2023
38416,"47,8",18930,12210,25780,28,6010,34910,"5,8",19970,14900,25720,"17,1",11060,32970,3,"60,2",36,"8,2","-14,2","9,8",0,7252.0,688.0,210.0,0.0,1797,677,232,258,0,2023
38421,55,19550,12670,27060,"25,9",6020,35430,"5,9",20330,15050,26390,"17,5",11030,33090,3,74,"25,4","7,8","-14,8","7,6",0,31669.0,3117.0,941.0,0.0,12016,2535,935,703,0,2023
38544,"53,9",19300,11200,28250,30,4840,40400,"8,3",20180,14260,27600,"20,5",10280,37440,"3,6","72,2","26,9","8,2","-16,7","9,4",0,29789.0,3384.0,930.0,0.0,7559,2683,1025,712,0,2023
38553,"48,6",17080,9930,25070,"36,5",5060,33510,"6,6",18680,14010,24990,"20,7",10810,32020,3,"77,5","19,7","11,7","-12,9",4,0,18838.0,2231.0,674.0,0.0,4604,1727,547,357,0,2023
38563,"56,7",21420,14050,30130,"22,4",7310,42280,"5,8",22000,16110,29200,"14,3",11700,38690,"3,3","68,5","31,2","6,3","-16,7","10,7",0,21023.0,1436.0,555.0,0.0,4741,1819,479,507,0,2023
39198,"49,7",19360,11350,27670,"29,5",4890,38350,"7,8",20060,14430,26790,"19,4",10770,35320,"3,3","61,5","37,3","8,5","-15,8","8,5",0,21869.0,2681.0,899.0,0.0,5922,2010,847,1008,0,2023
39300,"50,8",18790,10910,27520,"31,2",4400,37740,"8,6",19730,14150,26760,"20,6",10590,34930,"3,3","59,7","38,3","8,7","-15,4","8,7",0,16867.0,2052.0,1176.0,0.0,4541,1783,509,750,0,2023
39478,50,18310,11660,25410,"30,4",6330,35440,"5,6",19110,14230,24700,"19,8",10970,33070,3,"64,7","34,5","8,3","-13,7","6,2",0,8441.0,659.0,249.0,0.0,1871,687,208,306,0,2023
40088,"47,9",18740,11610,27020,"28,8",4520,37710,"8,3",19610,14490,26370,"18,8",10830,34920,"3,2","56,4","38,4","8,6","-12,6","9,2",0,20515.0,2427.0,823.0,0.0,6472,2424,1081,762,0,2023
40192,"55,7",20890,13500,28620,"23,6",5990,38220,"6,4",21200,15800,27370,15,11570,35190,3,"66,4","33,8","7,5","-15,7",8,0,28179.0,4038.0,1441.0,0.0,7550,2913,930,1162,0,2023
40281,"58,9",21750,15010,29200,"18,8",8230,38020,"4,6",22100,16820,27830,"11,4",12720,35170,"2,8",70,32,"6,3","-15,3",7,0,8073.0,600.0,218.0,0.0,1938,820,201,184,0,2023
41018,"50,9",17500,8810,26500,"36,9",2980,37720,"12,7",18790,13110,25830,"25,2",9670,34690,"3,6","66,3","31,2","10,6","-15,8","7,7",0,44986.0,7614.0,2611.0,0.0,13172,4684,2139,1440,0,2023
41194,"49,9",19340,12140,26410,"27,4",5360,35350,"6,6",20130,14770,25820,"18,5",10650,32970,"3,1","58,4","39,9","7,9","-14,1","7,9",0,16990.0,2072.0,403.0,0.0,4021,1529,818,581,0,2023
41269,"50,4",19470,11780,27380,"28,4",5290,38260,"7,2",20220,14520,26470,19,10550,35340,"3,3","59,4","39,2",8,"-15,5","8,9",0,14070.0,1436.0,353.0,0.0,3670,1232,556,544,0,2023
42005,54,20220,13320,27800,24,7590,38080,5,20880,15510,27240,"14,7",11740,35580,3,72,"28,2","6,6","-16,4","9,6",0,9929.0,654.0,303.0,0.0,2029,663,200,165,0,2023
42044,"40,6",16560,9900,22600,"35,6",4230,28920,"6,8",18080,13490,23030,"23,1",10210,27960,"2,7","59,9","34,4","11,6","-11,3","5,4",0,12423.0,1653.0,481.0,0.0,3016,1004,440,430,0,2023
4204442183,"38,8",15560,8470,21940,40,2920,28390,"9,7",17420,12730,22520,"27,1",9590,27610,"2,9",59,"33,1","13,2",-11,"5,7",0,20426.0,3252.0,812.0,0.0,5003,1655,854,672,0,2023
4210342271,"50,7",20650,14120,27500,"21,1",8120,36090,"4,4",21290,16380,26970,"11,7",12660,34210,"2,7","71,8","27,2","7,2","-14,2",8,0,9150.0,561.0,167.0,0.0,2067,638,192,305,0,2023
42147,"51,2",20320,14040,27790,"21,7",7910,37710,"4,8",21090,16010,27240,"13,5",12050,35590,3,65,"33,2","6,7","-15,2","10,3",0,15307.0,1091.0,405.0,0.0,3621,1389,332,451,0,2023
42183,"35,8",13660,6530,21030,47,1280,27290,"21,4",16090,11740,21620,"33,5",8970,26710,3,"57,7","30,9","16,3","-10,5","5,6",0,8003.0,1599.0,331.0,0.0,1987,651,414,242,0,2023
42186,"42,2",16880,10040,23460,"34,3",4490,30140,"6,7",18440,13590,23660,"23,5",10020,29190,"2,9","67,2","28,1",11,"-12,2","5,9",0,14820.0,1628.0,536.0,0.0,3476,1038,490,333,0,2023
42187,"43,4",17130,9910,24030,"34,5",2970,32700,11,18380,13330,24020,24,9850,31260,"3,2","57,9","37,1",10,"-13,5","8,5",0,34226.0,4911.0,1271.0,0.0,9947,3773,1435,1045,0,2023
42207,"46,4",18300,11180,25440,"30,4",5600,34620,"6,2",19540,14360,25390,"19,4",10740,32730,3,"65,5",32,"8,9","-13,9","7,5",0,34675.0,3620.0,1298.0,0.0,8053,2782,1097,909,0,2023
42218,"46,6",16890,8760,25150,"37,5",2520,34930,"13,9",18410,12910,24890,"26,2",9380,32730,"3,5","63,3","32,5","10,8","-14,8","8,2",0,160488.0,25743.0,7851.0,0.0,49058,15165,7347,4961,0,2023
43157,"46,4",17990,10310,26290,"33,1",3750,36100,"9,6",19320,14070,25830,"20,2",10560,33950,"3,2","60,9","34,1","10,4","-15,2","9,8",0,18229.0,2325.0,1190.0,0.0,5937,1987,654,963,0,2023
44036,"43,6",18370,11670,25010,"29,1",4910,33700,"6,9",19350,14490,24640,"19,2",10840,32000,3,"59,4",37,"8,8",-14,"8,8",0,11141.0,909.0,297.0,0.0,2611,959,338,439,0,2023
44109,"61,2",23020,13470,34320,24,5520,49150,"8,9",22960,15780,31930,"16,4",10940,43700,4,"81,3","21,8","6,7","-19,7","9,9",0,295837.0,31993.0,8355.0,0.0,98076,29827,12254,6269,0,2023
4410944162,"61,1",22770,13560,33500,"23,8",5630,47510,"8,4",22760,15830,31270,"16,2",11010,42520,"3,9","80,5","22,5","6,8","-19,2","9,4",0,346590.0,36926.0,10814.0,0.0,109851,34394,13943,7174,0,2023
44114,"66,9",26560,17980,37100,"14,4",9760,50890,"5,2",25920,18970,34110,"9,5",13450,45200,"3,4","75,5",30,"4,5","-19,7","9,7",0,24944.0,1477.0,341.0,0.0,5435,1601,589,361,0,2023
44143,"60,1",22370,15440,30020,19,7940,39380,5,22490,17090,28560,12,12350,36040,"2,9","78,2","25,1","6,5","-15,9","6,1",0,42280.0,3997.0,931.0,0.0,10280,3758,1468,805,0,2023
44162,"60,1",21700,13980,29550,"22,5",6400,38520,6,21930,16130,28220,"14,9",11440,35340,"3,1","75,1","27,4","7,1","-15,9","6,3",0,50753.0,4933.0,2459.0,0.0,11775,4567,1689,905,0,2023
44184,"54,7",20600,13150,28450,"24,6",6010,38070,"6,3",21100,15470,27340,"15,7",11420,35080,"3,1","65,5",35,"7,7","-15,3","7,1",0,71516.0,7039.0,2017.0,0.0,18066,6266,2788,1894,0,2023
45068,"41,6",14960,8230,21850,42,2980,29190,"9,8",16760,12360,22070,"29,7",9280,27990,3,"58,5","35,2",13,"-11,5","4,8",0,13038.0,2257.0,613.0,0.0,3034,1204,631,266,0,2023
4506845208,"42,2",14650,7280,22310,"44,2",1540,30770,20,16540,11950,22480,"31,9",8840,29300,"3,3","58,7","33,8","13,3","-13,4","7,6",0,27771.0,6009.0,1290.0,0.0,7797,2944,2011,743,0,2023
450684520845338,"45,5",16110,8510,23990,39,2540,32610,"12,9",17720,12630,23870,"27,8",9210,30610,"3,3","59,6",35,"11,4","-13,8","7,8",0,34431.0,6429.0,1433.0,0.0,9025,3413,2178,865,0,2023
45147,"57,9",19780,11020,28010,"29,9",5010,37260,"7,4",20470,14490,27030,"19,4",10590,34280,"3,2","70,5","30,4","8,6","-15,1","5,6",0,20591.0,2651.0,668.0,0.0,4587,1787,730,465,0,2023
45155,"50,2",17690,9790,25370,"34,7",3980,34080,"8,6",18820,13490,24800,"23,1",10000,32000,"3,2","63,6","33,3","9,7","-14,1","7,5",0,13046.0,1781.0,565.0,0.0,3096,1045,586,311,0,2023
